instance,seed,bestCost,bestCostBefSP,tempAtBest,timeAtBest,iterAtBest,totalIter,pool,totalTime
O31,5,77.66449235153684,77.66449235153684,99.16839961210889,0.026000022888183594,10,3787,100,6.013000011444092
301_1.0,4,24426.680285729006,25454.49081320411,0.000862164044059079,3032.4990000724792,1716,1716,10910,3032.5010001659393
256_2.0,3,44692.75338282562,Inf,0.0005401413580778445,469.20099997520447,259,259,1645,469.2019999027252
S209,1,427.65143408432215,430.5518664928432,0.0009892505810797057,1797.723000049591,8526,8526,29897,1797.7239999771118
151_2.0,4,1778.5635018169796,1816.7767015313839,0.000799309255932127,928.4860000610352,2900,2900,12963,928.4860000610352
121_1.5,4,3878.8002724542603,3967.2386095547513,0.0008784709698440686,1634.6600000858307,121,121,12347,1634.6600000858307
256_2.0,4,40315.998102980964,Inf,0.00028158123800710674,469.0160000324249,238,238,1746,469.0169999599457
S273,1,615.7926590156543,615.7926590156543,1.9716918193399218,2323.595999956131,52,1813,23068,2755.8120000362396
256_2.0,5,41850.79705009652,Inf,0.0006054328272965372,468.7739999294281,317,317,1755,468.77500009536743
151_2.0,5,1778.2421509711367,1801.2968106381697,0.0009356401770172372,873.856999874115,1714,1714,12943,873.856999874115
O145,5,325.6457593581831,325.6457593581831,0.0011291804495893007,1944.5360000133514,248,6,44634,2006.5429999828339
O337,1,717.6899721981263,719.3465033295216,0.0009595688706585646,1721.8310000896454,579,579,3260,1721.8429999351501
O16,1,38.83224617576828,38.83224617576828,100.0,0.0009999275207519531,1,6314,29,2.003999948501587
O16,2,38.83224617576825,38.83224617576825,100.0,0.0009999275207519531,1,6551,30,2.008000135421753
O16,3,38.832246175768255,38.832246175768255,99.90000841436455,0.0010001659393310547,1,6857,30,2.005000114440918
O16,4,38.832246175768276,38.832246175768276,100.0,0.0009999275207519531,0,6835,31,2.007999897003174
O16,5,38.832246175768226,38.832246175768226,100.0,0.0,0,6095,29,2.005000114440918
S209,2,429.8696682277508,431.7968013978402,0.0009467455250714186,1797.9530000686646,7625,7625,27458,1797.9539999961853
151_2.5,1,1537.1657991167394,1565.1268456620305,0.0009727323582480135,974.4710001945496,2231,2231,15042,974.4720001220703
O169,1,359.5496583060892,361.206262351753,0.000761759721397985,324.21799993515015,6770,6770,2445,324.2190001010895
121_1.5,5,3868.6914145013407,3899.20947552962,0.0009571166568665699,1634.483999967575,79,79,14561,1634.4849998950958
256_2.5,1,31274.063452739098,Inf,0.0005953768711361833,1216.2619998455048,628,628,3848,1216.2619998455048
O169,2,359.5496583061304,359.5496583061304,46.79317695504958,102.7279999256134,1489,7151,1927,324.12099981307983
O169,3,359.5496583061112,359.5496583061112,75.2975377744745,43.01300001144409,235,9484,2761,324.10599994659424
151_2.5,2,1536.3713622059372,1562.5787192427279,0.0009856997419959226,974.694000005722,599,599,17024,974.6949999332428
O169,4,359.54965830620273,359.54965830620273,18.83052585324166,183.99900007247925,4885,3473,2651,366.02300000190735
301_1.0,5,24286.75736953648,25463.285904514065,0.000587424110578976,3070.3079998493195,1758,1758,10091,3070.3099999427795
256_2.5,2,32858.60473491777,Inf,0.0003058726927207803,1167.5649998188019,680,680,3977,1167.5649998188019
O169,5,359.5496583061367,359.5496583061367,51.48879382514715,91.84599995613098,1968,8068,2396,324.0750000476837
S273,2,613.1389428965647,613.1389428965647,16.54316432839283,1603.933000087738,553,6471,25889,2755.944000005722
O337,2,719.3464916202909,722.659753645495,0.0,1722.9609999656677,1251,1251,3446,1722.9660000801086
121_2.0,1,2998.6027690018686,3018.9365518484738,0.0009883238671049555,1634.954999923706,56,56,22298,1634.9570000171661
O187,1,389.66684495343713,391.32366275184427,0.000995300738760364,463.7350001335144,5716,5716,4344,463.73600006103516
151_2.5,3,1536.3713622059372,1567.9831362416176,0.0009483981039224091,974.4880001544952,3436,3436,15282,974.489000082016
O187,2,389.6668449535404,389.6668449535404,11.56482629502861,306.9010000228882,2979,5751,3658,463.7310001850128
256_2.5,3,33308.237697933684,Inf,0.0008595672843554268,1157.4370000362396,687,687,3842,1157.4370000362396
O187,3,389.666844953451,389.666844953451,69.1562137392814,78.36500000953674,251,12304,3248,463.6510000228882
151_2.5,4,1536.3713622059372,1570.8749487680218,0.0008817726560905231,974.9060001373291,3174,3174,17417,974.9070000648499
O337,3,717.6899721981263,719.3467286903327,0.0008791628402631693,1684.1819999217987,2979,2979,3502,1684.1900000572205
O187,4,389.6668449535159,389.6668449535159,32.17963505962263,201.26500010490417,52,9111,3676,463.73600006103516
121_2.0,2,3003.0964159640844,3019.139917182651,0.000977601818589908,1635.0260000228882,426,426,22998,1635.026999950409
256_2.5,4,32665.391512496186,Inf,0.0006239219410952887,1216.210000038147,716,716,4119,1216.210000038147
O187,5,389.6668449535197,389.6668449535197,15.783789178542312,280.3180000782013,5282,6201,3420,463.72699999809265
O19,1,52.43974176531911,52.43974176531911,100.0,0.0009999275207519531,0,3032,90,2.007999897003174
O19,2,52.439741765319035,52.439741765319035,100.0,0.002000093460083008,0,3023,92,2.006999969482422
O19,3,52.4397417653191,52.4397417653191,100.0,0.0009999275207519531,0,2936,93,2.00600004196167
151_2.5,5,1536.3713622059372,1563.3257881148008,0.0009973750222260851,974.5279998779297,3521,3521,17383,974.529000043869
301_1.5,1,17771.28567054233,18084.58179508214,0.0008909684510759465,3033.476000070572,2369,2369,16799,3033.478000164032
S273,3,613.3264712872214,613.3264712872214,0.022445648901789624,2662.7750000953674,11,278,29287,2755.890000104904
O337,4,717.6899721981263,721.2934918160207,0.0009358744548726387,1684.0110001564026,260,260,3448,1684.020000219345
256_2.5,5,31285.93953833806,Inf,0.0006360493127400807,1170.2219998836517,846,846,4335,1170.2219998836517
121_2.0,3,3014.698738888117,3014.7225910802076,0.0009923098397751624,1634.7290000915527,434,434,24501,1634.7300000190735
151_3.0,1,1405.0874619225833,1415.3987178291636,0.0009880176952623309,2106.548000097275,12300,12300,32479,2106.5490000247955
O337,5,717.6899721981599,717.6899721981599,0.006812845953815283,1676.3719999790192,764,13,4440,1685.3029999732971
O37,1,83.77708763999729,83.77708763999729,98.10902443323137,0.09599995613098145,30,8304,261,9.986999988555908
O37,2,83.77708763999726,83.77708763999726,98.5651834697876,0.07300019264221191,28,8430,260,9.983000040054321
O37,3,83.77708763999689,83.77708763999689,99.26137017818071,0.03900003433227539,3,9475,263,9.983999967575073
